week,week_end,economy_axis,markets_axis,gap
2021-W48,2021-12-05,-0.11499999999999996,-0.9772911358568862,-0.8622911358568862
2021-W49,2021-12-12,-0.11499999999999996,-0.7456075865211944,-0.6306075865211944
2021-W50,2021-12-19,-0.11499999999999996,-0.8394174784195367,-0.7244174784195367
2021-W51,2021-12-26,-0.11499999999999996,-0.5883042563933522,-0.47330425639335216
2021-W52,2022-01-02,-0.179,-0.69936548575361,-0.52036548575361
2022-W01,2022-01-09,-0.179,0.12073561665070913,0.29973561665070914
2022-W02,2022-01-16,-0.179,0.6669175520340984,0.8459175520340985
2022-W03,2022-01-23,-0.179,0.14400528780831726,0.3230052878083173
2022-W04,2022-01-30,-0.179,-0.004143396580519867,0.17485660341948012
2022-W05,2022-02-06,-0.26649999999999996,0.2970610255357869,0.5635610255357868
2022-W06,2022-02-13,-0.26649999999999996,-0.5793150081762842,-0.31281500817628427
2022-W07,2022-02-20,-0.26649999999999996,-0.12371452302911944,0.1427854769708805
2022-W08,2022-02-27,-0.26649999999999996,-0.9901970276392609,-0.7236970276392609
2022-W09,2022-03-06,-0.171,-0.9999680924266184,-0.8289680924266184
2022-W10,2022-03-13,-0.171,-0.8096951803182786,-0.6386951803182785
2022-W11,2022-03-20,-0.171,-0.47735472431812925,-0.30635472431812927
2022-W12,2022-03-27,-0.171,-0.39723854240356393,-0.22623854240356392
2022-W13,2022-04-03,-0.254,-0.5056988443427168,-0.25169884434271683
2022-W14,2022-04-10,-0.254,-0.546779882670828,-0.292779882670828
2022-W15,2022-04-17,-0.254,-0.1274902272537531,0.1265097727462469
2022-W16,2022-04-24,-0.254,0.15183156114366037,0.40583156114366037
2022-W17,2022-05-01,-0.26649999999999996,-0.04309779534947814,0.22340220465052182
2022-W18,2022-05-08,-0.26649999999999996,0.23407815876536892,0.5005781587653688
2022-W19,2022-05-15,-0.26649999999999996,0.18455071540066215,0.4510507154006621
2022-W20,2022-05-22,-0.26649999999999996,0.0010439044960607572,0.2675439044960607
2022-W21,2022-05-29,-0.26649999999999996,0.7220795756988649,0.9885795756988649
2022-W22,2022-06-05,-0.033500000000000016,0.8782088349929937,0.9117088349929937
2022-W23,2022-06-12,-0.033500000000000016,0.387452137683545,0.420952137683545
2022-W24,2022-06-19,-0.033500000000000016,0.22800404712888575,0.26150404712888575
2022-W25,2022-06-26,-0.033500000000000016,-0.3753919507038686,-0.3418919507038686
2022-W26,2022-07-03,-0.14600000000000002,-0.9250296287370928,-0.7790296287370928
2022-W27,2022-07-10,-0.14600000000000002,-0.8540535239513515,-0.7080535239513515
2022-W28,2022-07-17,-0.14600000000000002,-0.9292711392007957,-0.7832711392007957
2022-W29,2022-07-24,-0.14600000000000002,-0.83107040241202,-0.68507040241202
2022-W30,2022-07-31,-0.14600000000000002,-0.7166692005825677,-0.5706692005825676
2022-W31,2022-08-07,0.09949999999999995,0.049869949923862615,-0.049630050076137334
2022-W32,2022-08-14,0.09949999999999995,0.1435830240646553,0.04408302406465536
2022-W33,2022-08-21,0.09949999999999995,-0.2730665988709026,-0.3725665988709026
2022-W34,2022-08-28,0.09949999999999995,-0.816621615699969,-0.916121615699969
2022-W35,2022-09-04,-0.22100000000000003,-0.22179265142969426,-0.00079265142969423
2022-W36,2022-09-11,-0.22100000000000003,0.6163907868782457,0.8373907868782458
2022-W37,2022-09-18,-0.22100000000000003,0.5758815420442961,0.7968815420442961
2022-W38,2022-09-25,-0.22100000000000003,0.5965220981913626,0.8175220981913627
2022-W39,2022-10-02,-0.12899999999999998,0.4510569323798164,0.5800569323798164
2022-W40,2022-10-09,-0.12899999999999998,0.8261678886034317,0.9551678886034317
2022-W41,2022-10-16,-0.12899999999999998,0.9514187241568914,1.0804187241568914
2022-W42,2022-10-23,-0.12899999999999998,0.9965813701732972,1.125581370173297
2022-W43,2022-10-30,-0.12899999999999998,0.983254244046835,1.112254244046835
2022-W44,2022-11-06,0.723,0.8987386894312217,0.17573868943122173
2022-W45,2022-11-13,0.723,0.9789318645131696,0.2559318645131696
2022-W46,2022-11-20,0.723,0.9553662163439147,0.23236621634391474
2022-W47,2022-11-27,0.723,0.69854875199826,-0.024451248001739923
2022-W48,2022-12-04,-0.06849999999999995,0.4976934413780072,0.5661934413780072
2022-W49,2022-12-11,-0.06849999999999995,0.3263551201905919,0.3948551201905918
2022-W50,2022-12-18,-0.06849999999999995,0.02885792990531378,0.09735792990531372
2022-W51,2022-12-25,-0.06849999999999995,0.08443802205120855,0.1529380220512085
2022-W52,2023-01-01,0.24400000000000005,0.1964556739846614,-0.047544326015338645
2023-W01,2023-01-08,0.24400000000000005,0.6664243437846897,0.4224243437846897
2023-W02,2023-01-15,0.24400000000000005,0.94605467342903,0.70205467342903
2023-W03,2023-01-22,0.24400000000000005,0.7154641628889941,0.471464162888994
2023-W04,2023-01-29,0.24400000000000005,0.8264149893168138,0.5824149893168138
2023-W05,2023-02-05,-0.04349999999999994,0.907612966428443,0.951112966428443
2023-W06,2023-02-12,-0.04349999999999994,0.7629810236106981,0.8064810236106981
2023-W07,2023-02-19,-0.04349999999999994,0.8381425433277608,0.8816425433277608
2023-W08,2023-02-26,-0.04349999999999994,0.768260019141746,0.811760019141746
2023-W09,2023-03-05,-0.07449999999999996,0.9198705451025574,0.9943705451025573
2023-W10,2023-03-12,-0.07449999999999996,0.613110284767982,0.6876102847679819
2023-W11,2023-03-19,-0.07449999999999996,-0.08059370880116071,-0.006093708801160752
2023-W12,2023-03-26,-0.07449999999999996,-0.4237627035092405,-0.34926270350924055
2023-W13,2023-04-02,0.3495,0.6415997715762564,0.2920997715762564
2023-W14,2023-04-09,0.3495,0.012314063476576336,-0.33718593652342366
2023-W15,2023-04-16,0.3495,0.06921803407251223,-0.2802819659274878
2023-W16,2023-04-23,0.3495,-0.19335095099699898,-0.542850950996999
2023-W17,2023-04-30,0.3495,-0.3604097504678537,-0.7099097504678537
2023-W18,2023-05-07,0.5105,-0.29822140707870487,-0.8087214070787048
2023-W19,2023-05-14,0.5105,-0.6243002682279022,-1.1348002682279021
2023-W20,2023-05-21,0.5105,0.504713114570071,-0.005786885429929001
2023-W21,2023-05-28,0.5105,0.47383515825099876,-0.0366648417490012
2023-W22,2023-06-04,0.2585,0.16418082306814583,-0.09431917693185418
2023-W23,2023-06-11,0.2585,0.2743601312398799,0.015860131239879893
2023-W24,2023-06-18,0.2585,0.9607574012565617,0.7022574012565617
2023-W25,2023-06-25,0.2585,0.758719562180691,0.5002195621806911
2023-W26,2023-07-02,0.204,0.9500861357407056,0.7460861357407056
2023-W27,2023-07-09,0.204,0.8834158526104199,0.6794158526104199
2023-W28,2023-07-16,0.204,0.93051795587512,0.72651795587512
2023-W29,2023-07-23,0.204,0.4041518381137358,0.2001518381137358
2023-W30,2023-07-30,0.204,0.8496677059264315,0.6456677059264315
2023-W31,2023-08-06,0.131,0.441629486570446,0.310629486570446
2023-W32,2023-08-13,0.131,0.19879827890400012,0.06779827890400011
2023-W33,2023-08-20,0.131,0.44713546974424945,0.31613546974424944
2023-W34,2023-08-27,0.131,-0.15912433335586137,-0.2901243333558614
2023-W35,2023-09-03,0.3085,-0.33952716139130834,-0.6480271613913083
2023-W36,2023-09-10,0.3085,-0.6083221239379899,-0.9168221239379899
2023-W37,2023-09-17,0.3085,-0.7306495553231366,-1.0391495553231365
2023-W38,2023-09-24,0.3085,-0.7752669441747271,-1.083766944174727
2023-W39,2023-10-01,0.39149999999999996,-0.6255461292569158,-1.0170461292569157
2023-W40,2023-10-08,0.39149999999999996,-0.3080647086410166,-0.6995647086410166
2023-W41,2023-10-15,0.39149999999999996,-0.9452499352332846,-1.3367499352332846
2023-W42,2023-10-22,0.39149999999999996,-0.296791275963661,-0.688291275963661
2023-W43,2023-10-29,0.39149999999999996,-0.1892156809635776,-0.5807156809635776
2023-W44,2023-11-05,0.496,0.36246075040127457,-0.13353924959872543
2023-W45,2023-11-12,0.496,0.4703430996484942,-0.025656900351505807
2023-W46,2023-11-19,0.496,0.7714411605167335,0.2754411605167335
2023-W47,2023-11-26,0.496,0.5986092864974607,0.1026092864974607
2023-W48,2023-12-03,0.36650000000000005,0.5556719785649984,0.18917197856499834
2023-W49,2023-12-10,0.36650000000000005,0.7250821887215492,0.3585821887215491
2023-W50,2023-12-17,0.36650000000000005,-0.05029531145970475,-0.4167953114597048
2023-W51,2023-12-24,0.36650000000000005,-0.1840270757804583,-0.5505270757804583
2023-W52,2023-12-31,0.36650000000000005,-0.37226528598955055,-0.7387652859895506
2024-W01,2024-01-07,0.20600000000000002,-0.45535959186559916,-0.6613595918655992
2024-W02,2024-01-14,0.20600000000000002,-0.3589209291096598,-0.5649209291096597
2024-W03,2024-01-21,0.20600000000000002,0.2615393601814961,0.05553936018149608
2024-W04,2024-01-28,0.20600000000000002,0.3095798630076389,0.10357986300763888
2024-W05,2024-02-04,0.30799999999999994,-0.046218820985744105,-0.35421882098574403
2024-W06,2024-02-11,0.30799999999999994,0.6492405136541031,0.34124051365410313
2024-W07,2024-02-18,0.30799999999999994,0.4460653091598556,0.13806530915985565
2024-W08,2024-02-25,0.30799999999999994,0.8588987322784833,0.5508987322784834
2024-W09,2024-03-03,0.4,0.9662791408814708,0.5662791408814708
2024-W10,2024-03-10,0.4,0.7461035188656484,0.3461035188656484
2024-W11,2024-03-17,0.4,0.88872804613584,0.48872804613584
2024-W12,2024-03-24,0.4,0.8858568642422036,0.48585686424220353
2024-W13,2024-03-31,0.4,0.9219953461152128,0.5219953461152128
2024-W14,2024-04-07,0.14150000000000001,0.8923823957842304,0.7508823957842303
2024-W15,2024-04-14,0.14150000000000001,0.6078027137571094,0.46630271375710935
2024-W16,2024-04-21,0.14150000000000001,0.6429128737627445,0.5014128737627446
2024-W17,2024-04-28,0.14150000000000001,0.8596381274511616,0.7181381274511616
2024-W18,2024-05-05,-0.19450000000000003,0.04042172795001105,0.2349217279500111
2024-W19,2024-05-12,-0.19450000000000003,0.3552923699825153,0.5497923699825153
2024-W20,2024-05-19,-0.19450000000000003,-0.6479800903968951,-0.4534800903968951
2024-W21,2024-05-26,-0.19450000000000003,-0.7426391312829954,-0.5481391312829954
2024-W22,2024-06-02,0.23350000000000004,-0.9351327451038275,-1.1686327451038276
2024-W23,2024-06-09,0.23350000000000004,-0.9055931054018593,-1.1390931054018594
2024-W24,2024-06-16,0.23350000000000004,-0.996323027076762,-1.229823027076762
2024-W25,2024-06-23,0.23350000000000004,-0.9389404350113953,-1.1724404350113953
2024-W26,2024-06-30,0.23350000000000004,-0.4498780006586827,-0.6833780006586827
2024-W27,2024-07-07,0.3495,-0.45718051336866083,-0.8066805133686608
2024-W28,2024-07-14,0.3495,-0.4678789436743304,-0.8173789436743304
2024-W29,2024-07-21,0.3495,-0.5053772506477652,-0.8548772506477651
2024-W30,2024-07-28,0.3495,-0.08163181000288686,-0.4311318100028868
2024-W31,2024-08-04,0.24600000000000002,-0.9886772543508019,-1.234677254350802
2024-W32,2024-08-11,0.24600000000000002,-0.8508609905082665,-1.0968609905082665
2024-W33,2024-08-18,0.24600000000000002,-0.5819523755342229,-0.8279523755342229
2024-W34,2024-08-25,0.24600000000000002,-0.37410013226678457,-0.6201001322667846
2024-W35,2024-09-01,0.2875,0.2660174118799998,-0.0214825881200002
2024-W36,2024-09-08,0.2875,-0.05703988930033145,-0.3445398893003314
2024-W37,2024-09-15,0.2875,0.028242367215051276,-0.2592576327849487
2024-W38,2024-09-22,0.2875,0.6187616034253144,0.3312616034253144
2024-W39,2024-09-29,0.2875,0.9172115017804907,0.6297115017804907
2024-W40,2024-10-06,-0.16049999999999998,0.9063366080354595,1.0668366080354594
2024-W41,2024-10-13,-0.16049999999999998,0.9366480875790897,1.0971480875790895
2024-W42,2024-10-20,-0.16049999999999998,0.927593121681785,1.0880931216817848
2024-W43,2024-10-27,-0.16049999999999998,0.934052002011824,1.094552002011824
2024-W44,2024-11-03,0.11000000000000003,0.9536152365063063,0.8436152365063063
2024-W45,2024-11-10,0.11000000000000003,0.8354644308368508,0.7254644308368509
2024-W46,2024-11-17,0.11000000000000003,0.9137031238436006,0.8037031238436007
2024-W47,2024-11-24,0.11000000000000003,0.543826133273612,0.4338261332736119
2024-W48,2024-12-01,0.01650000000000002,0.28898977873961545,0.27248977873961544
2024-W49,2024-12-08,0.01650000000000002,0.8450472086823703,0.8285472086823702
2024-W50,2024-12-15,0.01650000000000002,0.9423836265930389,0.9258836265930388
2024-W51,2024-12-22,0.01650000000000002,0.9746634244230263,0.9581634244230263
2024-W52,2024-12-29,0.01650000000000002,0.9365189981923785,0.9200189981923784
2025-W01,2025-01-05,0.17050000000000004,0.8287447788520599,0.6582447788520598
2025-W02,2025-01-12,0.17050000000000004,0.9728774838980175,0.8023774838980176
2025-W03,2025-01-19,0.17050000000000004,0.9739824555456983,0.8034824555456983
2025-W04,2025-01-26,0.17050000000000004,0.9602242887625707,0.7897242887625706
2025-W05,2025-02-02,0.37049999999999994,0.8495233541997032,0.4790233541997032
2025-W06,2025-02-09,0.37049999999999994,0.6875866559900188,0.31708665599001884
2025-W07,2025-02-16,0.37049999999999994,0.8948820323108955,0.5243820323108955
2025-W08,2025-02-23,0.37049999999999994,0.5855365440053095,0.21503654400530958
2025-W09,2025-03-02,0.03749999999999998,0.14067455014980088,0.1031745501498009
2025-W10,2025-03-09,0.03749999999999998,0.9445295957978831,0.9070295957978831
2025-W11,2025-03-16,0.03749999999999998,0.8454138263902122,0.8079138263902123
2025-W12,2025-03-23,0.03749999999999998,0.3752578518214815,0.33775785182148155
2025-W13,2025-03-30,0.03749999999999998,-0.1288050524372879,-0.16630505243728788
2025-W14,2025-04-06,0.03800000000000005,-0.7950623889662735,-0.8330623889662735
2025-W15,2025-04-13,0.03800000000000005,0.668907885125696,0.630907885125696
2025-W16,2025-04-20,0.03800000000000005,0.6175181275354478,0.5795181275354477
2025-W17,2025-04-27,0.03800000000000005,0.8986511336045456,0.8606511336045456
2025-W18,2025-05-04,0.4205,0.8417795146961294,0.42127951469612945
2025-W19,2025-05-11,0.4205,0.9431007076974275,0.5226007076974275
2025-W20,2025-05-18,0.4205,0.9016422647865195,0.48114226478651956
2025-W21,2025-05-25,0.4205,0.7950411042239357,0.3745411042239357
2025-W22,2025-06-01,0.17050000000000004,0.7761400337187111,0.6056400337187111
2025-W23,2025-06-08,0.17050000000000004,0.8425646183043892,0.6720646183043892
2025-W24,2025-06-15,0.17050000000000004,-0.04411532498931075,-0.2146153249893108
2025-W25,2025-06-22,0.17050000000000004,0.5088550046464542,0.3383550046464541
2025-W26,2025-06-29,0.17050000000000004,0.7779049671944781,0.6074049671944781
2025-W27,2025-07-06,0.055499999999999994,0.6264297076265296,0.5709297076265296
2025-W28,2025-07-13,0.055499999999999994,0.7992493831335856,0.7437493831335856
2025-W29,2025-07-20,0.055499999999999994,0.6982028482680015,0.6427028482680015
2025-W30,2025-07-27,0.055499999999999994,0.04223319377134127,-0.013266806228658723
